103,GT607.M23,GV445.B561994,1
104,GV445.C55,GV1132.K48N491995,1
105,GV1132.L6A84,H61.C67,1
106,H61.D53.2003,HB74.M3C6531960,1
107,HB74.M3F532,HB171.C591967,1
108,HB171.C9525,HB915.T87,1
109,HB915.W291987,HC79.E5B75952003,1
110,HC79.E5B7595,HC106.83.L5,1
111,HC106.83.M55,HC141.M36,1
112,HC141.N83,HC336.2.K513,1
113,HC336.2.M353,HC462.9.K793,1
114,HC462.9.L56,HD21.K451964c.2,1
115,HD21.N38,HD45.C4692003,1
116,HD45.D331992,HD74.P561984,1
117,HD75.A391990,HD17651983.k731983,1
118,HD1773.A2R87,HD4870.U6N361990,1
119,HD4871.F672009,HD6095.F691984,1
120,HD6095.G382014,HD7304.N6S71969,1
121,HD7304.P5R3,HD9066.M31.H5,1
122,HD9074.m7.m61967,HD9574.w54,1
123,HD9574.p92i8,hd9759.w4h5,1
124,hd9760.b83m391988,he9774.e4,1
125,he9774.s35.c31968,hf5011,1
126,HF5011.W26v.1,hf5548.2.B735,1
127,hf5548.2 c58131976,hf5813.u6f661984,1
128,hf5813.u6a155,hg3851.e38,1
129,hg3851.e38,hj257.w8,1
130,hj257.2.a72,hm19.g53,1
131,hm19.h4,hm101.h62,1
132,hm101.036,hm281.p69,1
133,hm281.p713,hn59.2.p56,1
134,hn59.2.r32,hn400.r3r4,1
135,hn400.s6c356,hq21.r37,1
136,hq21.i85,hq648.k3,1
137,hq649.r44,hq769.5.f67,1
138,hq770.4.b67,hq796.i46,1
139,hq769.j45,hq1121.s9,1
140,HQ1121.U5172007,HQ1240.S281996,1
141,HQ1240.W651988,HQ1631.G63131972,1
142,HQ1613.R25,HT147.5.B4,1
143,HT148.A2A341989,HT690.G7T7,1
144,HT690.J4B7,HV245.J61964,1
145,HV245.L71968,HV1626.C45,1
146,HV1626.F73,HV6028.H46,1
147,HV6028.I571983v.1,HV6568.N5G61974,1
148,HV6566.P5A65,HV8699.U5L962015,1
149,HV8699.U5M341999,HX84.S53K7,1
150,HX84.T47D87,J10.A1B87v.5,1
151,J10.D741975,JA4171.L4,1
152,JC1.A71996,JC423.D631992,1
153,JC423.F3552008,JF60.K6652010,1
154,JF60.L6,JK468.E7W36,1
155,JK468.I6A751975a,JK1764.A531978,1
156,JK1764.B441992,JK3551.L6,1
157,JK36251965.C6,JN2594.2.H692000,1
158,JN2594.2L2,JQ1874.B531978,1
159,JQ1875.A1A35,JV6465.H542014v.3,1
160,JV6465.I45952009,JX1952.E441968,1
161,JX1952.F25,K235.S851971,1
162,K237.C371970,KF228.U5S772002,1
163,KF228.U53M552004,KF1648.S741972,1
164,KF1649.A2A4191994v.1,KF4570.H63,1
165,KF4575.A75c.31968,KF8745.R87F472004,1
166,KF8745.S33B572009,KQ9000.N84A1H691954,1
167,KQ9000.S24A1G651967,LA227.2.H46,1
168,LA227.3.A339,LB628.H4,1
169,LB637.B7c.2,LB1033.B481983,1
170,LB1033.C2971996,LB1051.R687,1
171,LB1051.S27,LB1139.M6S621988,1
172,LB1139.P3A4v.1c.1,LB1584.H872000,1
173,LB1584.J28,LB2334.B94,1
174,LB2334.C3,LB2831.5.B46,1
175,LB2831.5.C33,LC66.V45,1
176,LC66.W352003,LC1034.L39,1
177,LC1034.M561980,LC4019.S431984,1
178,LC4019.S56,LC5131.C85,1
179,LC5131.D38,LV1011.R39,1
